CRN	SUBJ_CODE	CRSE_NUMB	COURSE_SECTION_TITLE	SEM_OFFERED	CAMPUS	SECTION	SCHED_TYPE	QUOTA	STAFF_ID	INSTRUCTOR	START_DATE	END_DATE	DAY	START_TIME	END_TIME	ROOM_DESC	Primary Instructor/First Examiner	Update Status (OK, Amend, Remove, Add)	
25188	INFO	3110	Information Systems in Organisations	201420	Mona	M11	Lecture	100	10019017	Carl C. Beckford	19-Jan-15	17-Apr-15	Wed	12:00 PM	1:59 PM	PAS: Science Lecture Theatre		OK	
25188	INFO	3110	Information Systems in Organisations	201420	Mona	M11	Lecture	100	10019017	Carl C. Beckford	19-Jan-15	17-Apr-15	Fri	9:00 AM	9:59 AM	PAS: Science Lecture Theatre		OK	
25189	INFO	3110	Information Systems in Organisations	201420	Mona	T01	Tutorial/Discussions	25	10019017	Carl C. Beckford	19-Jan-15	17-Apr-15	Thur	11:00 AM	11:59 AM	POST GRAD COMPUTER ROOM		AMEND	
25190	INFO	3110	Information Systems in Organisations	201420	Mona	T02	Tutorial/Discussions	25	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Fri	10:00 AM	10:59 AM	POST GRAD COMPUTER ROOM		OK	
25191	INFO	3110	Information Systems in Organisations	201420	Mona	T03	Tutorial/Discussions	25	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Thur	10:00 AM	10:59 AM	POST GRAD COMPUTER ROOM		AMEND	
25192	INFO	3110	Information Systems in Organisations	201420	Mona	T04	Tutorial/Discussions	25	10019017	Carl C. Beckford	19-Jan-15	17-Apr-15	Fri	3:00 PM	3:59 PM	Computer Science Tutorial Room 2		AMEND	
25223	INFO	3155	Information Assurance and Security	201420	Mona	M11	Lecture	100	10015557	Damian P. Donaldson	19-Jan-15	17-Apr-15	Mon	12:00 PM	12:59 PM	Computing Lecture Room		AMEND	
25223	INFO	3155	Information Assurance and Security	201420	Mona	M11	Lecture	100	10015557	Damian P. Donaldson	19-Jan-15	17-Apr-15	Tues	4:00 PM	4:59 PM	Computing Lecture Room		AMEND	
25223	INFO	3155	Information Assurance and Security	201420	Mona	M11	Lecture	100	10034608	Daniel Tulloch-Reid	19-Jan-15	17-Apr-15	Fri	12:00 PM	12:59 PM	Computing Lecture Room		AMEND	
25224	INFO	3155	Information Assurance and Security	201420	Mona	T01	Tutorial/Discussions	25	10015557	Damian P. Donaldson	19-Jan-15	17-Apr-15	Wed	4:00 PM	4:59 PM	Computer Science Tutorial Room 1		AMEND	
25225	INFO	3155	Information Assurance and Security	201420	Mona	T02	Tutorial/Discussions	25	10034608	Daniel Tulloch-Reid	19-Jan-15	17-Apr-15	Mon	1:00 PM	1:59 PM	Computer Science Tutorial Room 2		AMEND	
25833	INFO	3155	Information Assurance and Security TUTORIAL INFO3155	201420	Mona	T03	Tutorial/Discussions	25	10015557	Damian P. Donaldson	19-Jan-15	17-Apr-15	Tues	5:00 PM	5:59 PM	Computer Science Tutorial Room 2		OK	
24605	INFO	3180	Dynamic Web Development 2	201420	Mona	B01	Lab	60	10016161	David C. Bain	19-Jan-15	17-Apr-15	Wed	10:00 AM	11:59 AM	Computer Lab Lab 1		OK	
24603	INFO	3180	Dynamic Web Development 2	201420	Mona	M11	Lecture	60	10016161	David C. Bain	19-Jan-15	17-Apr-15	Wed	8:00 AM	9:59 AM	PAS: PreClinical Lecture Theatre		AMEND	
24604	INFO	3180	Dynamic Web Development 2	201420	Mona	T01	Tutorial/Discussions	30	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Tues	11:00 AM	11:59 AM	Post Grad Computer Room		OK	
25670	INFO	3180	Dynamic Web Development 2	201420	Mona	T02	Tutorial/Discussions	30	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Tues	9:00 AM	9:59 AM	Computer Science Tutorial Room 2		AMEND	
25834	INFO	3180	Dynamic Web Development 2 TUTORIAL INFO3180	201420	Mona	T03	Tutorial/Discussions	30	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Fri	3:00 PM	3:59 PM	POST GRAD COMPUTER ROOM		OK	
25941	INFO	3435	E-Commerce	201420	Mona	M11	Lecture	60	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Mon	10:00 AM	11:59 AM	Computing Lecture Room		AMEND	
25941	INFO	3435	E-Commerce	201420	Mona	M11	Lecture	60	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Thur	11:00 AM	11:59 AM	Computing Lecture Room		AMEND	
25944	INFO	3435	E-Commerce	201420	Mona	T01	Tutorial/Discussions	30	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Mon	4:00 PM	4:59 PM	POST GRAD COMPUTER ROOM		AMEND	
	INFO	3435	E-Commerce	201420	Mona	TA1	Tutorial/Discussions	50	10017061	Ricardo A. Anderson	19-Jan-15	17-Apr-15	Mon	4:00 PM	4:59 PM			ADD	
25945	INFO	3435	E-Commerce	201420	Mona	T02	Tutorial/Discussions	30	10014246	Christopher P. Muir	19-Jan-15	17-Apr-15	Wed	3:00 PM	3:59 PM	Computer Science Tutorial Room 2		AMEND	
25152	SWEN	3165	Software Testing	201420	Mona	M11	Lecture	100	10017952	Eyton A. Ferguson	19-Jan-15	17-Apr-15	Thur	10:00 AM	10:59 AM	Computing Lecture Room		AMEND	
25152	SWEN	3165	Software Testing	201420	Mona	M11	Lecture	100	10017952	Eyton A. Ferguson	19-Jan-15	17-Apr-15	Tues	1:00 PM	1:59 PM	Computing Lecture Room		AMEND	
25152	SWEN	3165	Software Testing	201420	Mona	M11	Lecture	100	10017952	Eyton A. Ferguson	19-Jan-15	17-Apr-15	Fri	4:00 PM	4:59 PM	Physics Lecture Theatre A		OK	
25153	SWEN	3165	Software Testing	201420	Mona	T01	Tutorial/Discussions	25	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Tues	3:00 PM	3:59 PM	Computer Science Tutorial Room 2		AMEND	
25155	SWEN	3165	Software Testing	201420	Mona	T03	Tutorial/Discussions	25	10017952	Eyton A. Ferguson	19-Jan-15	17-Apr-15	Tues	10:00 AM	10:59 AM	POST GRAD COMPUTER ROOM		AMEND	
25157	SWEN	3185	Formal Methods and Software Reliability	201420	Mona	M11	Lecture	50	10009347	Ezra K. Mugisa	19-Jan-15	17-Apr-15	Mon	2:00 PM	2:59 PM	Physics Lecture Theatre B		OK	
25157	SWEN	3185	Formal Methods and Software Reliability	201420	Mona	M11	Lecture	50	10009347	Ezra K. Mugisa	19-Jan-15	17-Apr-15	Tues	9:00 AM	9:59 AM	Physics Lecture Theatre B		OK	
25157	SWEN	3185	Formal Methods and Software Reliability	201420	Mona	M11	Lecture	50	10009347	Ezra K. Mugisa	19-Jan-15	17-Apr-15	Thur	11:00 AM	11:59 AM	Physics Lecture Theatre B		OK	
25158	SWEN	3185	Formal Methods and Software Reliability	201420	Mona	T01	Tutorial/Discussions	25	10009347	Ezra K. Mugisa	19-Jan-15	17-Apr-15	Tues	12:00 PM	12:59 PM	POST GRAD COMPUTER ROOM		OK	
25159	SWEN	3185	Formal Methods and Software Reliability	201420	Mona	T02	Tutorial/Discussions	25	TUTOR	TUTOR	19-Jan-15	17-Apr-15	Thur	9:00 AM	9:59 AM	Computer Science Tutorial Room 2		AMEND	
25992	SWEN	3920	Group Project	201420	Mona	S01	Lecture	60	10019397	Curtis C. Busby-Earle	19-Jan-15	17-Apr-15	Tues	3:00 PM	4:59 PM			AMEND	
25993	SWEN	3920	Group Project Tutorial SWEN3920	201420	Mona	T01	Tutorial/Discussions	60	10019397	Curtis C. Busby-Earle	19-Jan-15	17-Apr-15	Fri	11:00 AM	11:59 AM			AMEND	
	COMP	2130	Systems Programming	201420	Mona	M11	Lecture	60	10019348	Kevin J. Miller	19-Jan-15	17-Apr-15	Wed	9:00 AM	9:59 AM	Computing Lecture Room		ADD	
	COMP	2130	Systems Programming	201420	Mona	M11	Lecture	60	10019348	Kevin J. Miller	19-Jan-15	17-Apr-15	Fri	8:00 AM	9:59 AM	Computing Lecture Room		ADD	
	COMP	2130	Systems Programming	201420	Mona	T01	Tutorial/Discussions	60	10019348	Kevin J. Miller	19-Jan-15	17-Apr-15	Fri	4:00 PM	4:59 PM	POST GRAD COMPUTER ROOM		ADD	
	COMP	3192	Implementation of Computer Networks	201420	Mona	M11	Lecture	60	10032033	Daniel T. Fokum	19-Jan-15	17-Apr-15	Tues	11:00 AM	11:59 AM	Computing Lecture Room		ADD	
	COMP	3192	Implementation of Computer Networks	201420	Mona	M11	Lecture	60	10032033	Daniel T. Fokum	19-Jan-15	17-Apr-15	Fri	10:00 AM	10:59 AM	Computing Lecture Room		ADD	
	COMP	3192	Implementation of Computer Networks	201420	Mona	T01	Tutorial/Discussions	60	10032033	Daniel T. Fokum	19-Jan-15	17-Apr-15	Mon	8:00 AM	8:59 AM	Computer Science Tutorial Room 1		ADD	
	COMP	3801	Real-Time Embedded Systems	201420	Mona	M11	Lecture	60	10019382	Paul A. Gaynor	19-Jan-15	17-Apr-15	Tues	3:00 PM	3:59 PM	Computing Lecture Room		ADD	
	COMP	3801	Real-Time Embedded Systems	201420	Mona	M11	Lecture	60	10019382	Paul A. Gaynor	19-Jan-15	17-Apr-15	Mon	9:00 AM	9:59 AM	Computing Lecture Room		ADD	
	COMP	3801	Real-Time Embedded Systems	201420	Mona	T01	Tutorial/Discussions	30	10019382	Paul A. Gaynor	19-Jan-15	17-Apr-15	Thur	8:00 AM	8:59 AM	Computer Science Tutorial Room 1		ADD	
	COMP	3801	Real-Time Embedded Systems	201420	Mona	T01	Tutorial/Discussions	30	10019382	Paul A. Gaynor	19-Jan-15	17-Apr-15	Mon	10:00 AM	10:59 AM	POST GRAD COMPUTER ROOM		ADD	
